idx,topic,group,perplexity,log_perplexity,token_count,source_file,database_id
1,,Whole Clean Corpus,31.554032779224844,3.4517014026641846,189,procon_corpus.jsonl#L1,24f0865b-9019-431b-ac19-98db9702abd0
2,,Whole Clean Corpus,38.592899318201425,3.6530683040618896,126,procon_corpus.jsonl#L1,c2bd9f86-b40b-45e4-be46-a6aee82118fe
3,,Whole Clean Corpus,18.78230514126392,2.932915210723877,220,procon_corpus.jsonl#L2,a71d44a7-4a99-4838-ac7c-924e9c57ae94
4,,Whole Clean Corpus,37.76096481734551,3.6312758922576904,177,procon_corpus.jsonl#L2,a448a776-1712-4b2b-a68a-6ce5309730dd
5,,Whole Clean Corpus,32.855035050448926,3.492105007171631,91,procon_corpus.jsonl#L3,7044b908-6923-4fb8-b7cf-d064c386fa5d
6,,Whole Clean Corpus,35.3271225257676,3.5646510124206543,164,procon_corpus.jsonl#L4,b9b2bc66-f8c6-4757-ab2f-de2dfd5c12ee
7,,Whole Clean Corpus,38.18620836732017,3.642474412918091,220,procon_corpus.jsonl#L5,3b8a2e0b-9c80-4a77-b81d-27fe38f54477
8,,Whole Clean Corpus,74.19490345864942,4.306695461273193,78,procon_corpus.jsonl#L5,969df02c-e729-45cf-be93-240198327f39
9,,Whole Clean Corpus,22.485817112557886,3.112884759902954,186,procon_corpus.jsonl#L6,2254e698-7f05-428b-ba69-5f99e871d060
10,,Whole Clean Corpus,38.323602145485076,3.6460659503936768,117,procon_corpus.jsonl#L6,616078a7-fb72-4b34-8a77-c5b0410e921e
11,,Whole Clean Corpus,26.95527369717332,3.2941789627075195,223,procon_corpus.jsonl#L7,9523db34-4c73-414b-b845-f54b653287f4
12,,Whole Clean Corpus,78.75814061111048,4.366381645202637,68,procon_corpus.jsonl#L7,1eec93b7-1d51-41b0-9a20-a3f9ceb6a889
13,,Whole Clean Corpus,31.03772232219861,3.4352033138275146,200,procon_corpus.jsonl#L8,23fa6534-0a9c-4137-bf5b-dd4ee5ee9199
14,,Whole Clean Corpus,23.241652280147918,3.1459460258483887,201,procon_corpus.jsonl#L9,adb2450d-60f1-4944-9194-b790643b3727
15,,Whole Clean Corpus,32.18894092030916,3.471622943878174,195,procon_corpus.jsonl#L9,638accf7-e17c-48d7-939b-c63a4f5aca90
16,,Whole Clean Corpus,74.81905035680586,4.315072536468506,51,procon_corpus.jsonl#L9,674311aa-5b6d-452c-90c8-cee94ba84182
17,,Whole Clean Corpus,15.55306813595248,2.744257926940918,177,procon_corpus.jsonl#L10,8126d7e2-953d-4ad2-acaf-011c914de19d
18,,Whole Clean Corpus,36.93334809504029,3.6091148853302,199,procon_corpus.jsonl#L11,b04e04c2-bbe5-4f9c-8034-2609c874ecdd
19,,Whole Clean Corpus,54.2915475717678,3.994368553161621,157,procon_corpus.jsonl#L11,2471044c-3d0e-478c-aa81-d8a0d83cbd08
20,,Whole Clean Corpus,30.56456371951334,3.4198412895202637,209,procon_corpus.jsonl#L12,5e10be9b-e8ca-4356-89a6-80993d66ccf8
21,,Whole Clean Corpus,34.28984227991716,3.534849166870117,211,procon_corpus.jsonl#L12,16a9b29d-3f3c-4b4a-9177-69c2a094be73
22,,Whole Clean Corpus,21.63411442897304,3.0742714405059814,210,procon_corpus.jsonl#L13,6c35246f-0c9b-4982-b510-92d27d60e27d
23,,Whole Clean Corpus,26.299341114379168,3.2695438861846924,201,procon_corpus.jsonl#L14,8bcd025b-5d50-4ad5-bf25-27e1a5df5b47
24,,Whole Clean Corpus,113.20343783573779,4.729186534881592,51,procon_corpus.jsonl#L14,de687881-c834-430f-b22e-357baee084ca
25,,Whole Clean Corpus,21.037481001382737,3.0463056564331055,235,procon_corpus.jsonl#L15,093aee75-c3bd-4c85-acc2-5fe1e9e6dcf3
26,,Whole Clean Corpus,50.03101905636408,3.9126431941986084,93,procon_corpus.jsonl#L15,6a58fb2f-213b-4001-a408-d6f1dad84fd3
27,,Whole Clean Corpus,26.937400718160973,3.293515682220459,206,procon_corpus.jsonl#L16,5d2f3031-e89d-4bbc-b84c-73821287cf27
28,,Whole Clean Corpus,28.685934832273244,3.3564069271087646,172,procon_corpus.jsonl#L16,2f20f878-06b2-4792-93ba-84872b0c801b
29,,Whole Clean Corpus,17.720843653039026,2.874741554260254,140,procon_corpus.jsonl#L17,96d89719-a43f-4e48-a96c-b6d6057ad1fb
30,,Whole Clean Corpus,29.16031457100017,3.3728086948394775,182,procon_corpus.jsonl#L18,ad079cc7-1514-46c9-91de-698049168f52
31,,Whole Clean Corpus,16.921905900628538,2.828608989715576,200,procon_corpus.jsonl#L19,a5be8e78-874b-4afc-8177-2e1073bd3ec3
32,,Whole Clean Corpus,35.20675791718878,3.5612380504608154,92,procon_corpus.jsonl#L19,2aae59df-e9cb-44a3-9b90-aad2431a8e09
33,,Whole Clean Corpus,17.87062327658979,2.8831582069396973,109,procon_corpus.jsonl#L20,6a28575e-445a-4e45-bb99-9e71e19d92f2
34,,Whole Clean Corpus,12.092672924086354,2.4925997257232666,75,procon_corpus.jsonl#L21,b142d037-ed17-420e-935e-3c8956bd60fc
35,,Whole Clean Corpus,23.572851546932796,3.160095691680908,80,procon_corpus.jsonl#L22,8d38800b-46f0-4be9-8e8e-0241d99479ad
36,,Whole Clean Corpus,34.62049172345074,3.544445753097534,105,procon_corpus.jsonl#L23,bf9d7e96-1011-4988-bd99-17b5aba9d5d1
37,,Whole Clean Corpus,160.43164833186262,5.0778679847717285,33,procon_corpus.jsonl#L24,5c4d423c-f6c7-4ff1-9ae2-f4afc57fa255
38,,Whole Clean Corpus,18.009646410050014,2.8909075260162354,92,procon_corpus.jsonl#L25,113504b9-f00a-441c-bdfa-6b8ec9802fad
39,,Whole Clean Corpus,31.64973562440509,3.4547297954559326,24,procon_corpus.jsonl#L26,f9c98677-2e34-4109-8144-ce19fcdcd3bb
40,,Whole Clean Corpus,12.69827599868002,2.541466236114502,79,procon_corpus.jsonl#L27,a4865a4d-fd65-4b9f-b77a-5a5387e427ce
41,,Whole Clean Corpus,27.509694748390668,3.3145384788513184,63,procon_corpus.jsonl#L28,16b209dd-74f1-4279-a827-79670b4eb9b6
42,,Whole Clean Corpus,33.9664401255356,3.5253729820251465,45,procon_corpus.jsonl#L29,6075384e-97f3-4bce-88a8-1e1a2a6327f2
43,,Whole Clean Corpus,45.818326044579514,3.8246841430664062,56,procon_corpus.jsonl#L30,3de1fd5f-bbc3-4896-8b45-e6add5367654
44,,Whole Clean Corpus,138.67230716838142,4.9321136474609375,47,procon_corpus.jsonl#L31,453d0e31-d59d-4c03-b369-5fa069c00df7
45,,Whole Clean Corpus,38.64456216044232,3.6544060707092285,52,procon_corpus.jsonl#L32,98d35a52-6989-45a0-a319-ce50fa21a107
46,,Whole Clean Corpus,40.398732796223,3.698798418045044,47,procon_corpus.jsonl#L33,44268047-8881-4a7d-8fb6-db427eeb799f
47,,Whole Clean Corpus,40.42507474496987,3.6994502544403076,104,procon_corpus.jsonl#L34,4b62535b-01b5-4ab8-8303-94544ca9ca99
48,,Whole Clean Corpus,28.21648031754995,3.3399062156677246,90,procon_corpus.jsonl#L35,ec37bc81-7dbf-423a-b789-342cfbd36a68
49,,Whole Clean Corpus,57.47182361523425,4.051294803619385,84,procon_corpus.jsonl#L36,8a136b78-bb00-47f8-a3f1-e4b2aa7b2fec
50,,Whole Clean Corpus,77.47461339252575,4.349950313568115,34,procon_corpus.jsonl#L37,7e8e1d29-5a96-4c17-a796-b5b8d43a4f79
51,,Whole Clean Corpus,24.2634890340948,3.1889727115631104,50,procon_corpus.jsonl#L38,c6c370b4-7404-4aa0-a037-316a84e6f1e4
52,,Whole Clean Corpus,49.90032441142416,3.910027503967285,64,procon_corpus.jsonl#L39,e5a64c4a-f9f8-4894-8269-af242a22e912
53,,Whole Clean Corpus,44.24091162612447,3.7896499633789062,28,procon_corpus.jsonl#L40,1b70e6c3-a7e0-49b4-9d47-010ab197b287
54,,Whole Clean Corpus,37.89261835179064,3.634756326675415,103,procon_corpus.jsonl#L41,26d94b3a-fc39-4cc5-b6e8-a33c74edf7c3
55,,Whole Clean Corpus,48.57598914416199,3.883129358291626,26,procon_corpus.jsonl#L42,743ee4f4-c764-45de-9241-f779cf8c1ede
56,,Whole Clean Corpus,47.82841846072796,3.8676199913024902,82,procon_corpus.jsonl#L43,c324e76b-80de-4994-8f55-10ad403efeec
57,,Whole Clean Corpus,59.91951945113522,4.0930023193359375,150,procon_corpus.jsonl#L44,7f1b7808-fa05-4d64-9f4a-1bd9f7e7ee2a
58,,Whole Clean Corpus,47.902322516729825,3.869163990020752,86,procon_corpus.jsonl#L45,d711973c-6cac-49e6-9c41-a93fd2b6af4f
59,,Whole Clean Corpus,121.87398188646128,4.802987575531006,37,procon_corpus.jsonl#L46,87da235c-6a54-4677-92be-e43f503103bb
60,,Whole Clean Corpus,30.8695490769574,3.4297702312469482,166,procon_corpus.jsonl#L47,883faa0a-f12e-4c6c-8a28-bf53a3d75778
61,,Whole Clean Corpus,70.14466882189613,4.2505598068237305,67,procon_corpus.jsonl#L48,517a07e9-57cb-4923-8c7d-ad20d173a8f6
62,,Whole Clean Corpus,45.780512052280706,3.8238584995269775,72,procon_corpus.jsonl#L49,4633fe7b-5bce-47b3-b9f1-5a92c8b0ee99
63,,Whole Clean Corpus,22.24813545696334,3.1022582054138184,68,procon_corpus.jsonl#L50,66f6bb35-ec58-4f85-9b52-75573249e462
64,,Whole Clean Corpus,24.41805921789281,3.1953229904174805,52,procon_corpus.jsonl#L51,48794593-a0fe-481d-805d-714942ba3199
65,,Whole Clean Corpus,21.228883876969014,3.0553627014160156,49,procon_corpus.jsonl#L52,71d5cb95-77e8-4e7d-97de-879a655dc9bb
66,,Whole Clean Corpus,38.86063278782226,3.6599817276000977,61,procon_corpus.jsonl#L53,2a3d3198-5a63-46dd-bcf1-1ddf1c79ef08
67,,Whole Clean Corpus,20.997178169243107,3.0443880558013916,57,procon_corpus.jsonl#L54,4ec5e613-0715-430a-b104-e963a5ed258a
68,,Whole Clean Corpus,34.30374316712796,3.53525447845459,77,procon_corpus.jsonl#L55,3759f2fd-fc24-46e7-9613-66ccd6e458a2
69,,Whole Clean Corpus,19.866495164568025,2.989034652709961,76,procon_corpus.jsonl#L56,3d2499d8-67bb-4ecc-ab31-88c994c9b417
70,,Whole Clean Corpus,25.793845026189988,3.250135898590088,27,procon_corpus.jsonl#L57,ab526f05-332f-46fa-b06b-d8fd15e140a5
71,,Whole Clean Corpus,37.773453926127615,3.6316065788269043,174,procon_corpus.jsonl#L58,b7e92c3c-9e90-4e92-bb92-a19054ca9ce8
72,,Whole Clean Corpus,74.30745822754585,4.308211326599121,15,procon_corpus.jsonl#L59,f7033342-cd88-4c8f-99a0-0b6e29b6d8df
73,,Whole Clean Corpus,10.984184659733563,2.396456480026245,56,procon_corpus.jsonl#L60,4292382f-7c0a-43cd-a8d2-1f5b7fa64639
74,,Whole Clean Corpus,32.26407683978034,3.473954439163208,96,procon_corpus.jsonl#L61,b9ea325f-b964-45b6-8246-698b29de24ec
75,,Whole Clean Corpus,42.65441025611194,3.7531306743621826,28,procon_corpus.jsonl#L62,8caff445-aae9-494f-8228-a4e7fde979a2
76,,Whole Clean Corpus,110.7257609668345,4.707056522369385,57,procon_corpus.jsonl#L63,d9750c2e-b079-4a28-94f6-281fcf3bbbfc
77,,Whole Clean Corpus,12.05158637328088,2.489196300506592,131,procon_corpus.jsonl#L64,06d1928c-655d-4a82-9cad-86316a815287
78,,Whole Clean Corpus,20.048448699732017,2.9981517791748047,124,procon_corpus.jsonl#L65,6e8df946-8d7f-4880-8f86-b448499d25d3
79,,Whole Clean Corpus,28.337737933921492,3.3441944122314453,57,procon_corpus.jsonl#L66,f4f178e6-f851-47bc-926c-ae01dc80f06a
80,,Whole Clean Corpus,38.17792435160485,3.6422574520111084,139,procon_corpus.jsonl#L67,2f6cca9e-8cb4-439b-ae47-13c0cc926edd
81,,Whole Clean Corpus,33.7858616105657,3.5200424194335938,87,procon_corpus.jsonl#L68,f896ddd4-0fcc-4021-a5a2-b5882afbba0d
82,,Whole Clean Corpus,15.576019902757025,2.745732545852661,65,procon_corpus.jsonl#L69,5f09068c-51b0-43ce-b216-26c9e9bf6359
83,,Whole Clean Corpus,22.16836847864899,3.0986664295196533,116,procon_corpus.jsonl#L70,dc9d8cce-ebc5-451f-b2a8-13c17f7100e6
84,,Whole Clean Corpus,69.46299618753103,4.2407941818237305,55,procon_corpus.jsonl#L71,8a3f93bd-d1fe-4942-a921-986344e14d61
85,,Whole Clean Corpus,49.632822414379845,3.9046523571014404,74,procon_corpus.jsonl#L72,dabd5ec8-b1ed-4c28-9ce9-1537acf458c3
86,,Whole Clean Corpus,52.88989850557508,3.968212366104126,46,procon_corpus.jsonl#L73,7d6c2bd8-ba84-4229-8688-7d2d31a0ca6b
87,,Whole Clean Corpus,60.16361893168467,4.097067832946777,75,procon_corpus.jsonl#L74,5893053f-8156-4565-bc0f-e5b679928257
88,,Whole Clean Corpus,54.37635885856845,3.995929479598999,47,procon_corpus.jsonl#L75,6246e410-2761-41a0-a5c8-9c47223406e1
89,,Whole Clean Corpus,49.93020713537873,3.910626173019409,120,procon_corpus.jsonl#L76,47a3c00d-e72f-468f-83f3-97a3c6fc786c
90,,Whole Clean Corpus,68.98325752343544,4.233863830566406,33,procon_corpus.jsonl#L77,b3001344-0ad4-4722-bf9c-71074acdf2cf
91,,Whole Clean Corpus,58.09221988822639,4.0620317459106445,67,procon_corpus.jsonl#L78,7e8e4f11-e6db-4ae4-af20-49a908c3cfa4
92,,Whole Clean Corpus,25.09092644867969,3.222506284713745,74,procon_corpus.jsonl#L79,60a3a141-ce4d-4dcf-b495-212e643e2634
93,,Whole Clean Corpus,27.055541758671673,3.297891855239868,41,procon_corpus.jsonl#L80,a4862882-b3c4-4e9b-af9c-f5f001fab09a
94,,Whole Clean Corpus,50.43639047876253,3.920712947845459,88,procon_corpus.jsonl#L81,04f73ac0-04ed-43f7-9f79-b0a8714d85e6
95,,Whole Clean Corpus,29.76275018871766,3.3932576179504395,53,procon_corpus.jsonl#L82,4f64c7a9-ba53-4bd6-ab76-97820e67d4b0
96,,Whole Clean Corpus,37.43140119744753,3.6225099563598633,55,procon_corpus.jsonl#L83,e48cb4b8-281c-4331-9cb8-6cab3de1b122
97,,Whole Clean Corpus,32.18454376565994,3.4714863300323486,83,procon_corpus.jsonl#L84,e4948fc5-5918-48f7-9675-4e2efcf4d2df
98,,Whole Clean Corpus,57.10155081583191,4.044831275939941,83,procon_corpus.jsonl#L85,0304ac8a-3e2f-4348-839c-0fa769f0d1a8
99,,Whole Clean Corpus,60.07137093976806,4.09553337097168,86,procon_corpus.jsonl#L86,39ea1f02-a4a8-499c-8f33-66f0824b8581
100,,Whole Clean Corpus,59.38768579265753,4.084086894989014,31,procon_corpus.jsonl#L87,370dc65d-bc77-4bb3-9330-8db4573e1685
101,,Whole Clean Corpus,58.915637531149464,4.076106548309326,34,procon_corpus.jsonl#L88,e2ee654e-33ed-4d40-8931-fe774ea9484f
102,,Whole Clean Corpus,194.05122996704046,5.26812219619751,42,procon_corpus.jsonl#L89,cc583e4f-a150-4e17-99f3-bfa83cc76f5a
103,,Whole Clean Corpus,115.52609786292888,4.7494964599609375,52,procon_corpus.jsonl#L90,7af63b07-545a-4bbb-afb6-97ec4585b5a8
104,,Whole Clean Corpus,47.30722293812918,3.8566629886627197,65,procon_corpus.jsonl#L91,a8ed1669-5d8e-4aaa-ba6a-166e9add7b11
105,,Whole Clean Corpus,84.61889259793496,4.438157558441162,102,procon_corpus.jsonl#L92,1d6761fe-09a6-4d45-a87b-80964c571b29
106,,Whole Clean Corpus,47.11343177164519,3.852558135986328,83,procon_corpus.jsonl#L93,290f80a7-1c0b-47a8-964b-9fb3d5e64b91
107,,Whole Clean Corpus,40.59853627843091,3.7037320137023926,55,procon_corpus.jsonl#L94,3efe7d08-f658-45da-990d-50b137f1c5a8
108,,Whole Clean Corpus,74.86048224464994,4.31562614440918,56,procon_corpus.jsonl#L95,4df9f061-9597-42a2-bbf9-ff10234caf2a
109,,Whole Clean Corpus,68.41852592385747,4.225643634796143,111,procon_corpus.jsonl#L96,4b6161c6-15de-467d-b6e9-c62e2a353c33
110,,Whole Clean Corpus,47.10534490919511,3.852386474609375,105,procon_corpus.jsonl#L97,6ffd0250-7311-422d-ae68-79cc8d00e5aa
111,,Whole Clean Corpus,51.78624022211876,3.947124481201172,86,procon_corpus.jsonl#L98,647096b2-88b5-4bee-8220-3f892508b03f
112,,Whole Clean Corpus,25.713746398562286,3.247025728225708,61,procon_corpus.jsonl#L99,9863d2bd-b8de-4b02-bd93-435bd68fed9f
113,,Whole Clean Corpus,54.705282531738234,4.001960277557373,57,procon_corpus.jsonl#L100,95df7f7b-3981-454e-a204-96392477326b
114,,Whole Clean Corpus,54.37870545369334,3.9959726333618164,64,procon_corpus.jsonl#L101,1c15bf58-af14-40c1-9d8c-44256603efd0
115,,Whole Clean Corpus,139.14789193311722,4.935537338256836,42,procon_corpus.jsonl#L102,86566c9a-58d0-4947-9a92-40fa993ad2e7
116,,Whole Clean Corpus,40.395015089225396,3.6987063884735107,40,procon_corpus.jsonl#L103,39e58ecb-46a5-498a-899d-5890f17d6654
117,,Whole Clean Corpus,52.68024623320614,3.964240550994873,56,procon_corpus.jsonl#L104,de422bbd-f263-4c80-9e5a-0e90b71bc699
118,,Whole Clean Corpus,87.82440406876181,4.475339412689209,64,procon_corpus.jsonl#L105,dbf7560e-3a42-4691-ae03-1448fab34228
119,,Whole Clean Corpus,55.17234366953852,4.010461807250977,54,procon_corpus.jsonl#L106,3b5ac026-8e40-420c-9c6c-adabe38e7543
120,,Whole Clean Corpus,30.4309840580471,3.415461301803589,85,procon_corpus.jsonl#L107,a7be6aeb-31e3-4e87-a69e-6e7a607e6d22
121,,Whole Clean Corpus,74.58189285834302,4.3118977546691895,64,procon_corpus.jsonl#L108,0c7c2e93-a00d-4689-9865-394c8f70ab5b
122,,Whole Clean Corpus,60.9227545498337,4.109606742858887,25,procon_corpus.jsonl#L109,a757c25a-c7a8-4934-83b7-0977903eab29
123,,Whole Clean Corpus,31.40798046420941,3.4470620155334473,59,procon_corpus.jsonl#L110,7d4ff340-4f0d-48fd-b18d-6c4e4e85e0af
124,,Whole Clean Corpus,40.72064182891314,3.706735134124756,39,procon_corpus.jsonl#L111,9f07972d-20a8-4d44-b6c5-e6b9eb7a6d5f
125,,Whole Clean Corpus,39.047010265256134,3.664766311645508,158,procon_corpus.jsonl#L112,1514e049-205c-451d-b3d1-7ba2c6f405cd
126,,Whole Clean Corpus,55.20434374586506,4.011041641235352,52,procon_corpus.jsonl#L113,17a3dacd-2751-4c11-b435-424219f9f4b1
127,,Whole Clean Corpus,55.85736563268049,4.022801399230957,43,procon_corpus.jsonl#L114,f9c14b86-2fce-451f-a1c2-2ca142af43f1
128,,Whole Clean Corpus,39.6300190286374,3.679586887359619,20,procon_corpus.jsonl#L115,acf3684a-9923-433d-acae-747c9df25641
129,,Whole Clean Corpus,46.99801118699988,3.8501052856445312,80,procon_corpus.jsonl#L116,bd418447-239d-4cb4-9c54-eba942f8a9d0
130,,Whole Clean Corpus,86.82986540753765,4.4639506340026855,90,procon_corpus.jsonl#L117,357b33da-dd64-4479-abe0-690d315acf01
131,,Whole Clean Corpus,38.179717552032415,3.6423044204711914,64,procon_corpus.jsonl#L118,8335990a-c1ee-4ce9-a23a-dcddf619d2c7
132,,Whole Clean Corpus,108.86247747122577,4.690085411071777,72,procon_corpus.jsonl#L119,d83f08ec-3bc5-4491-935e-76d15091a042
133,,Whole Clean Corpus,177.93120044320852,5.181396961212158,89,procon_corpus.jsonl#L120,640ebd79-b3f8-4bbe-bcb7-7a8d077d6d59
134,,Whole Clean Corpus,43.75559663976476,3.7786195278167725,83,procon_corpus.jsonl#L121,3ec80edc-7e33-4695-881d-507250cc77b4
135,,Whole Clean Corpus,33.61126724034367,3.5148613452911377,79,procon_corpus.jsonl#L122,cd2ffdb3-6538-44f6-8bf6-dbb6d627615a
136,,Whole Clean Corpus,43.578027222293066,3.774553060531616,101,procon_corpus.jsonl#L123,9e3041b1-2b70-4588-8f4e-96b4b380bc7a
137,,Whole Clean Corpus,20.89390147983379,3.039457321166992,117,procon_corpus.jsonl#L124,bd0285d1-1643-4738-897b-2aa5108e3b37
138,,Whole Clean Corpus,39.90913380323849,3.686605215072632,82,procon_corpus.jsonl#L125,1eb5e082-d757-4d0b-ae32-88b4948664af
139,,Whole Clean Corpus,82.16685234336765,4.408751964569092,94,procon_corpus.jsonl#L126,318362bb-d4bc-43d4-ab9a-1fe318e577d2
140,,Whole Clean Corpus,68.02448448330136,4.219867706298828,64,procon_corpus.jsonl#L127,fe726b63-b48e-460e-ba4f-6d8a038745b8
141,,Whole Clean Corpus,37.12005680701403,3.6141574382781982,87,procon_corpus.jsonl#L128,d039c966-3a67-4145-8484-c980e4214a89
142,,Whole Clean Corpus,91.96837771880622,4.521444797515869,82,procon_corpus.jsonl#L129,32853734-5319-4ca3-9f79-7a3d9f690b95
143,,Whole Clean Corpus,72.45413486843691,4.28295373916626,40,procon_corpus.jsonl#L130,25f8d28e-6106-403e-89b7-33edc2fc11fc
144,,Whole Clean Corpus,142.80501105138305,4.961480140686035,56,procon_corpus.jsonl#L131,2da0049a-a60f-4703-aed2-962abd9a77b5
145,,Whole Clean Corpus,57.91896265480314,4.05904483795166,66,procon_corpus.jsonl#L132,009861a0-3b79-470d-8e93-26ef530af19f
146,,Whole Clean Corpus,55.80569127193317,4.021875858306885,56,procon_corpus.jsonl#L133,0135104b-880c-4f93-8279-7a9fa51aab13
147,,Whole Clean Corpus,24.08833378014004,3.181727647781372,37,procon_corpus.jsonl#L134,dff9e891-8930-467a-960e-b4dfced86a44
148,,Whole Clean Corpus,36.468405234244564,3.5964462757110596,74,procon_corpus.jsonl#L135,538a6d42-9e1f-4578-a844-2ac05a7aa4b1
149,,Whole Clean Corpus,50.24281213324112,3.91686749458313,85,procon_corpus.jsonl#L136,b76badf6-e140-42c0-a216-64c250963997
150,,Whole Clean Corpus,55.039253300479295,4.008046627044678,118,procon_corpus.jsonl#L137,d567e5d3-bb45-4d26-920c-ae1e17be8b82
151,,Whole Clean Corpus,83.62762922297647,4.4263739585876465,25,procon_corpus.jsonl#L138,b2b21bd2-d3ca-4e76-b208-289f0d2f1fd2
152,,Whole Clean Corpus,65.51777949387629,4.182321548461914,57,procon_corpus.jsonl#L139,a01722a1-a2b6-4e23-adfc-a5c287dd64a7
153,,Whole Clean Corpus,49.14578702576429,3.8947911262512207,64,procon_corpus.jsonl#L140,c70b7a9b-5dde-4ebc-9f8d-3a3b6f685e7e
154,,Whole Clean Corpus,51.841707045553335,3.948194980621338,81,procon_corpus.jsonl#L141,def54b0e-1938-43f8-a50b-d993c126a13a
155,,Whole Clean Corpus,9.689162711418241,2.271008014678955,102,procon_corpus.jsonl#L142,bf1dc61f-d62c-4945-8ea1-5a6fd2e86c8c
156,,Whole Clean Corpus,63.30522159491613,4.14796781539917,51,procon_corpus.jsonl#L143,c75ae0e9-d0cb-41bc-b2ca-e380948e1667
157,,Whole Clean Corpus,93.03951645891036,4.533024311065674,44,procon_corpus.jsonl#L144,6cd31294-3931-4495-b8a7-a4bec5627846
158,,Whole Clean Corpus,77.69432749146081,4.352782249450684,21,procon_corpus.jsonl#L145,344cf13a-28ca-48ea-a60c-7400c8915a67
159,,Whole Clean Corpus,21.530610156166286,3.0694756507873535,33,procon_corpus.jsonl#L146,809e55bd-0337-42bf-9e3e-cf58fc35ef25
160,,Whole Clean Corpus,47.719767091022106,3.8653457164764404,114,procon_corpus.jsonl#L147,6e85ee38-42cc-44f0-9f5c-8d7f7636800a
161,,Whole Clean Corpus,38.42955548133591,3.648826837539673,79,procon_corpus.jsonl#L148,6d0f9324-2766-4883-bb44-06f05236465d
162,,Whole Clean Corpus,92.00908318052971,4.521887302398682,72,procon_corpus.jsonl#L149,db125968-123c-4135-9c84-433f2d6aa3ce
163,,Whole Clean Corpus,23.65935309147884,3.1637585163116455,40,procon_corpus.jsonl#L150,a76082fc-80ed-4540-a4ac-51f1c3fae273
164,,Whole Clean Corpus,26.56431230154717,3.279568672180176,65,procon_corpus.jsonl#L151,8e70ecbe-bfbf-46ad-a3ac-5a6c669dac70
165,,Whole Clean Corpus,71.0850066857726,4.263876438140869,69,procon_corpus.jsonl#L152,612cce37-bef4-4781-bd57-a62152a9941a
166,,Whole Clean Corpus,34.773672041733526,3.548860549926758,143,procon_corpus.jsonl#L153,9aaa4ea0-c8d9-49f3-ac23-5aa00de58892
167,,Whole Clean Corpus,26.23743265848658,3.2671871185302734,89,procon_corpus.jsonl#L154,c0e83dcc-dfdf-4713-ad66-64f863f0ea2b
168,,Whole Clean Corpus,92.690092427043,4.529261589050293,55,procon_corpus.jsonl#L155,4c3cf6a8-0a07-471f-bab8-2188cbe66006
169,,Whole Clean Corpus,31.32235697130365,3.4443321228027344,74,procon_corpus.jsonl#L156,a7bee54f-f7fc-4b76-bcc2-0fe7b57a1b81
170,,Whole Clean Corpus,31.053058847158002,3.435697317123413,150,procon_corpus.jsonl#L157,7d8072db-3a86-4711-bc1a-d55f8913cc37
171,,Whole Clean Corpus,45.08792590695553,3.808614492416382,87,procon_corpus.jsonl#L158,46316dba-7954-4a17-a364-54735b83eea2
172,,Whole Clean Corpus,16.782402349626594,2.820330858230591,70,procon_corpus.jsonl#L159,22d6a1ab-dfb4-4285-9625-a2a8538c2ca6
173,,Whole Clean Corpus,16.896346513483344,2.8270974159240723,52,procon_corpus.jsonl#L160,35a92252-9b2f-4f04-9136-45a053c53a23
174,,Whole Clean Corpus,52.86468464860373,3.967735528945923,67,procon_corpus.jsonl#L161,936a064c-b901-4afe-ad7f-94fd95a1c86e
175,,Whole Clean Corpus,48.24966034234213,3.8763887882232666,81,procon_corpus.jsonl#L162,4f8f42b1-2111-4f15-af24-1ecf117aac3b
176,,Whole Clean Corpus,78.63213247624346,4.364780426025391,55,procon_corpus.jsonl#L163,b716d40f-01af-4884-88dc-a00d317448da
177,,Whole Clean Corpus,89.40997473867407,4.493232250213623,35,procon_corpus.jsonl#L164,39a0ffae-874b-4963-a4dc-5fee7fc81a29
178,,Whole Clean Corpus,79.83777605405037,4.3799967765808105,109,procon_corpus.jsonl#L165,49c55ad9-bf4b-4ac1-a2c1-97021fafdf32
179,,Whole Clean Corpus,52.290315908450594,3.9568111896514893,101,procon_corpus.jsonl#L166,7ae29710-1306-4529-9ebc-d09aad4662d8
180,,Whole Clean Corpus,35.07589669279881,3.557514190673828,99,procon_corpus.jsonl#L167,700085a4-91f6-404b-9eed-3051a4d39670
181,,Whole Clean Corpus,27.880528531703824,3.3279285430908203,83,procon_corpus.jsonl#L168,981944ff-56c9-4be0-910e-322fbaea9ff2
182,,Whole Clean Corpus,63.55196088458753,4.151857852935791,71,procon_corpus.jsonl#L169,e8bedb3c-48b7-4a30-aeb0-02a80a2d914a
183,,Whole Clean Corpus,33.94728511559121,3.524808883666992,63,procon_corpus.jsonl#L170,d1169659-7476-4ea7-badc-e05c30051087
184,,Whole Clean Corpus,96.3340635503184,4.567821979522705,90,procon_corpus.jsonl#L171,be6ef5d8-91e9-4081-a81c-6ea5d61bd6b6
185,,Whole Clean Corpus,72.78663328044053,4.287532329559326,70,procon_corpus.jsonl#L172,d10e4a40-243a-46a8-ac8c-c9afdb614a1c
186,,Whole Clean Corpus,120.4641014414239,4.791351795196533,59,procon_corpus.jsonl#L173,2a3f0f29-adf8-4d0d-abf1-6fdb25abca51
187,,Whole Clean Corpus,46.179125912028,3.8325278759002686,146,procon_corpus.jsonl#L174,f8e9a3c6-fd72-4cd4-8ec5-2333855df204
